text,date,original,genre,related,PII,request,offer,aid_related,medical_help,medical_products,search_and_rescue,security,military,child_alone,water,food,shelter,clothing,money,missing_people,refugees,death,other_aid,infrastructure_related,transport,buildings,electricity,tools,hospitals,shops,aid_centers,other_infrastructure,weather_related,floods,storm,fire,earthquake,cold,other_weather,direct_report,actionable_haiti
dear friends need help please help,28-01-2010,Mezanmi mwen bezwen ed tan- pri ede mwen.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
food get country folk hungry something,28-01-2010,D ALIMANTT KI ANTRE NAN PEYI KI LA MAS PAP LA KI NAN GRANGOU A AP,direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
need information earthquake,28-01-2010,Mwen bezwen enfnmasyon sou tranbleman de t.,direct,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1
need work help useful witout leaving town go sea informatic speak many languages needs job wants help,28-01-2010,"Mwen bezwen travay, ede m rann tet mwen itil san se pa payi m pou mwen kite pou mal pran kann te nan lanm, mwen f infomatik e mwen pale plizy lang, sevim",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thank infos,28-01-2010,Mwen remsye nou pou tout enf masyon sa yo,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
need help tarp please make tent children getting much sun outside,28-01-2010,"Mwen bezwen ed, yon prela silvouple. Timou yo ap pran soley, seren",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
send tents food people carrefour feuilles,28-01-2010,"Eske yap voye tant ak manje pou moun kafoufy, yo?",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
write us encourages us advicecounseling good us,28-01-2010,"L ou ekri nou sa fe nou ankouraje, konsey yo bon pou nou.",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
based happened learn anything tomorrow worst,28-01-2010,Dapri sa ki pase la si nou pa pran leson pita ka pitris wi.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
still need food coteplage carrefour thank,28-01-2010,sou teren kay pe kfou kotplaj toujou nan grangou mesi,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
congratulate good information always providing also want mention food distribution done well parts country us truncated,28-01-2010,M felisite nou pou tout bon jan enfomasyon ke nou toujou ap bamwen men m tou pwofite di tou se lot kote ke distribisyon manje a ap fet byen men nou men m,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
please people family survivors went cap haitien means feed something please,28-01-2010,"Tanpri mwen gen 11 manb nan fanmi mwen ki reskape ki antre okap, men pagen mwayen pou yo ka manje fyon jan pou yo pou mwen s. v. p",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
need work chauffeur,28-01-2010,Jai besoin travail jesuis chauffeur,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hello want know information preval goverment rebuild country ok thank,28-01-2010,"Hello, i want to know some information about the Preval goverment and for rebuild the country. Ok thank you.",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
food water medicine tents coleman pads feminine hygiene menses alix roi street impasse champagne,28-01-2010,"Manger, dlo, medicaman, tente ( coleman ) serviete higienique. rue alix roy impasse champagne.",direct,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
notes talking gas prices,28-01-2010,GEN SERI DE MESAJ FOK NOU TA BIEN PRECIZE YO LE NOU GAZ LA SE 13OGD FOK NOU DI SE DIZEL LA KI VANN PRI SA GAZOLINE 91 LA SE 183GD EPI 95 LA SE 196GD FOK,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
please thre people person hearts united debrie carefourre feurre ask governmnet give haiti chance since ive miserable,28-01-2010,"Svp, gen moun ki amba debri coeurs unis ki nan k-f-fye, mwen mande gouvneman preval belri la ba ayiti yon chans paske depi 86 map pase mise, svp kite",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
morning lestere started lot wind dust,28-01-2010,Maten an lest leve a yon gwo van ak anpil pousy.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
living really badly cannot eat place live writing please least help find job,28-01-2010,ap mal viv. mwen paka manje mwen pa gen kote poum rete se sak fe mwen ekri nou mesaj sa poun gade sa nou ka fe pou mwen ou byen ban mwen you ti travay. kou,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
good morning les samaritains would like know give help asked let message voice america possibilities still ok,28-01-2010,Bonjou les samariten mwen ta renmen konnen si nou toujou ap bay d jan nou te fe pase mesaj la sou lavwad lamerik la eske mwayen dub yo ank toujou la p,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
need weather information right,28-01-2010,mwen BESWEN imfomasyon tou suit sou tan an.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
good evening zone bcten carrefour yet received aid giving please send anything us happy receive thanks,28-01-2010,"Bonswa, jiska prezan nou menm ki nan zon bten kfou pa ko jwen anyen nan ed yap bay yo. svp voye kichoy pou nou nou ap kontan resevwa l mesi.",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
good evening need help water medicaments wc paper tent coleman thanks rue alix roi impasse champagne,28-01-2010,bonswa aid mw beswen se mange dlo mekamen sevit igenik lagen tant ( coleman ) mesi ru alikswa impas chanpay mesi,direct,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
want know earthquake finished,28-01-2010,"JE VEUX SAVOIR ESTCE QUE LE TREMBLEMENT DE TERRDD A PRIS FIN, REPONSE.",direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
rain goging,28-01-2010,Si ta gen lapli ki sa poum f?,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
need packs sanitariesshelter food drink water,28-01-2010,"e de : kits sanitaires, abrits provisoire, nourritures, eau portable, so",direct,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rue dessalines petit goaves necessary,28-01-2010,Nous sommes  rue Dessalines ( petit-gouve ) et nous avons la nccit,direct,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
every time wash hands soap illness produced,28-01-2010,Si tout fwa nou pata lave men nou ak savon ki maladi sa ka pwodwi?,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cannot prevent fightdeter mosquitos many,28-01-2010,Nou pa ka anpeche moustik yo mde nou paske yo anpil.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
many people dying hungry portdepaix city many city authorities say anything,28-01-2010,Genyen anpil moun ki pat mouri nan tranbleman ta a men grangou ap touye yo nan vil pdepi paske anpil nan yo pa moun vil la epi otorite yo pa janm di any,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
people grand hospital cannot get word ofto way could send little note would happy thank,28-01-2010,mwen gen yon moun nan gran lopital mwen pa ka pran nouvel li mwen pa gen mwayen siw ta voye yon tikat pou mwen mwen t ap kontan mesi,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
many thanks messages hope always continuing give us good advice,28-01-2010,Mwen di anpil mesi pou tout mesaj sa yo. Mwen espere ke nap toujou kontinye ba nou bon konsey.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
need food water lacrobate sainteanne street jacmel city,28-01-2010,p a 500gdes. Moun lacrobat ak ru st-Ann bezwen ed manje ak dlo.,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
jacmel aid poorly organized go one place park pinchinat come see rest people left rastas strongmen get aid,28-01-2010,Nan Jacmel ed yo mal oganize yo ale yon sel kote nan pak pinchinat yo pa pase we res moun yo ki rete la se rasta ak moun gwo ponyet ki rive jwen. Tant ta,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
school people cannot eat people dying hungry even im dying hunger whatever find ill eat waiting,28-01-2010,E kisa nap fe pou lekol pou moun kipa ka manje gen moun kap mouri grangou menmenm mpap mouri grangou sa ma jwenn ma manje nou tande!!!,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
world health organization says wash hands sure cook food well,28-01-2010,"4636 : Oganizasyon Mondyal Lasante di : Pou evite maladi, lave men nou avek savon nou fe manje, e kwit manje yo tre bien",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
need water food refuge canapevert,28-01-2010,Nou bezwen tant dlo manje nan kanapev,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
information haiti earthquakes,28-01-2010,ENFOMATION SOU HAITI APR TRANBLEMAN AN,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
please heart breaking news mother,28-01-2010,tanpri kom ap kase mwen pa ka pran nouvel manmanm.,direct,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
im volunteer victim lived carrefour ive found good neighbor let stay house cap haitien remaining relatives,28-01-2010,Mwen se yon volont em se yon viktim ki te rete kafou men kougnea mwen jwenn yon bon pwochen ki ban m loge lakay li nan okap mwen pa gen paran ki rete so,direct,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
please send messages,28-01-2010,Pa voye mesaj sou telephon mwen anko tanpri,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
old little kids hardest hit catastrophe possible,28-01-2010,AJE ANPIL MEN TIPP LA PLIS FWAPE PA KATASTWF LA. LI PA PWOSIB POU,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
everything passed eyes arrived take mevs industrial area put mosquito nets theyre really annoying im leaving pap go live gonaives,28-01-2010,n tout bagay pase devan jem nou te arive pran teren mez la pou nou fe tant moustik yo vrman anniyan konnya m kite pap mal viv gonayiv,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
world health organization says clear water necessarily treated water boil water drinking,28-01-2010,4636 : Oganizasyon Mondyal Lasante di : Dlo kle pa vreman dlo trete. Bouyi dlo yo avan avan nou bwe yo,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
need water dampus please help,28-01-2010,Nou nan dampus nou gen problem dlo tampri di yon mo pou nou,direct,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
make food eat mix water mud,28-01-2010,Ki kwit manje eske se te pou nou brase ak dlo,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
families arcachon carrefour need aid refuge,28-01-2010,Nou se plizy fanmi nan arcachon 34 carrefour ki bezwen ed ak tant pou nou demi,direct,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
need money account please,28-01-2010,I need some money on my count please.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grandanse many people coming portauprince need food medicines,28-01-2010,Depatman grandans lan se youn nan depatman ki gen plis moun kisot Pap. kisa nap fe pou moun sa yo Nan swen medikaman ak manje?,direct,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tired sending messages think us water food delmas one takes care us,28-01-2010,mwen bouke resevwa mesaj : nou pa menm reflechi eske moun sa gen swen dlo potabak nouriti. nou menm nan Gerald bataille Delmas 33 yo pa voye je gade nou m,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
many people suffering syphilis area health expects doctors interesting aids people,28-01-2010,"Anpil moun ap soufri ak sifilis bo lakay nou, men se moun ki gen sida ki entrese xp sante yo.",direct,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
notes historic earthquake haiti,28-01-2010,"istorik tranblemannte an ayiti svp,",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
price food right like rice,28-01-2010,KI PRI MANJE YE KOUNYE YA DIRI LOT.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
information earthquake,28-01-2010,Enfomatyon sou treblemen de terre,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
thanks advicebut still need eat,28-01-2010,Mesi anpil pou konsey yo men nou bezwen manje tou,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heard american came help us however dying hunger thing saw bunch american soldiers kind help requesting,28-01-2010,"Mwen tande americain vin pote nou sekou, tandiske lafen ap fin touye pap la epitou nou w se slda kap rantre nan peyi a, se pa fem d sa a nou bezwen, se",direct,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
would like know information regarding earthquake haiti,28-01-2010,Je voudrais savoir tout les informations sur les tramblements de terre en haiti,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
friends hungry cold miragoan cant take anymore,28-01-2010,Chezanmi m yo grangou ak fredi ap touye nou miragoan noupakapab anko,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
find help province name aquin,28-01-2010,Koman pou m fe pou m jwenn ed paske se nan pwovens aken m ye?,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
please help people earthquake victims want leave pap live area around help little money,28-01-2010,"Sil vou pl ede mwen avek moun ki viktim yo nan tranbleman de ta a, ki kiti potoprins ki vini nan provinse mwen ede ak ti kob mwen te ginyin kouni a",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
please help us left pap countryside,28-01-2010,"Sil vou pl ede mwen avek moun ki viktim yo nan tranbleman de ta a, ki kiti potoprins ki vini nan provinse mwen ede ak ti kob mwen te ginyin kouni a",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fontamara carrefour road need help public park mormon facility please,28-01-2010,Nou nan fontamara 35 svp we sa na fe sou plas la ak nan lokal mormon an souple,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
would like help mother died student know,28-01-2010,MWEN BEZWEN POU NOU EDE MWEN PASKE MANMAN M MOURI MWEN SE ETUDIANT MWEN PA KONNEN KISA POUM FE,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
would like get information getting visa us go senegal please,28-01-2010,men yon enfomasyon mwen ta renmen konnen pa ki mwayen pou nou f viza pou nou ale senegale silvouple,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ceisme ive lost everything want help,28-01-2010,u ceisme j ai tous perdus je veux que vous maider,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
good day luco inconditional fanatic broadcast thank god ist raoul listening since tiot,28-01-2010,"Bonjou Luco mwen se yon fanatik enkondisyonel emisyon mesi Bondie,bon jedi se Raould kap koute w depi Titka tousen/kay",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
need information national ministry education thank,28-01-2010,Mwen bezwen konnen enfomasyon sou minist edikasyon nasyon mesi.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
please much gallon fuel andor diesel selling right,28-01-2010,Konbyen galon gazolin ak dizl vann s. v?,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
precautions able take earthquake,28-01-2010,KI PREKOSYON MWEN KAPAB PRAN APRE TRANBLEMAN DE TE A?,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
need food water medicine tent lamp coleman flash light alix roy street impasse champagne,28-01-2010,"NOURRITURE, DLO, MEDICAMENT, TENTE ( COLEMAN ) FLASH. RUE ALIX ROY IMPASSE CHAMPA GNE.",direct,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
leogane would like know price gazoline,28-01-2010,MWEN LEYOGAN MWEN TA BEZWEN KONEN PRI GAZ.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jesus cousin santo domingo would like go,28-01-2010,AVEK JESUS MWEN GEN YON KOUZIN SAINTDOMENGE MWEN tA RENMEN ALJWENN,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
need information left resume already,28-01-2010,Mw bezwen infomation sou www. jobpaw. com paske mw dopoze yon C. v 2ja,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
food need tents survive open advice good cannot save us misery,28-01-2010,"Se manje nou bezwen, ak tant pou nou goumen ak seren an, konsey yo bon tou men sa paka sove nou nan miz nou ye.",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
im writing say send aid arrive everyones hands,28-01-2010,Mwen mande poun mande pou d la arive nan men tout moun,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thanks infos thanks good work continue like thatgod protect youand allways bless,28-01-2010,Mesi anpil pou infomasyon yo. Epi mesi tou pou bon travay ke map f kontinye konsa epi bondye ap toujou proteje nou ke bondye kontinye beni nou,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
condolences families victims recent disaster,29-01-2010,"0tKdwoleyans pou, fanmi moun ki viktim nan katastwof pase ya?H?",direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
notes personal emergency,29-01-2010,"prezidan preval mande,pou tout moun ki konn bw kleren li envite yo nan yon konkou.ki ap fet nan pale nasyonal se lendi ki ap 1fevriye a diz moun ki cha",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
study electronics would like know find job field thank,29-01-2010,mwen etidye Genie electronique mwen ta renmen konnen ki kote m ka jwenn Job sou metye sa. Merci.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
last earthquake lost people without counting amputated foot,29-01-2010,Denletrenblemen deter je perdir 4 personnes sen conte pied coupe,direct,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
himher means please help go join himher,29-01-2010,LI MEN PAGEN MWAYEN SIVOUPL EDE M POU M KA AL JWENNLI. MESI.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
well dryit got full drink water,29-01-2010,Nou gen yon pi ki te sach li vinn plen eske nou bwl!,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unitechd organization problems dealing victims area rumours help donation circulating widely however received food water medicine tents,29-01-2010,"UNITECHD se yon Oganizasyon, li gen pwoblem ak moun ki viktim b kotel yo. Bwi, d ak don ap fe anpil pale. Men nou pa jwenn manje, dlo, medikaman ak tent. ps",direct,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabaret area called mang km pap,29-01-2010,"Nou nan kabar, nan yon zon yo rele mang anviron 37. 5 km ak potopr",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
received response message thanks,29-01-2010,apa nou pa voye repons mesaj pou mwen,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pleas send number contact find mediacal aid forms aid,29-01-2010,Svp voye yon nimero ke mwen ka kontakte pou n ka jwen n ed medikal ak lot ed nou ka jwenn,direct,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
clothes wear home destroyed kenscoff around viard,29-01-2010,"Nou pa gen rad pou n met sou nou kay nou kraze, nan kenscoff zon viard.",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
pestel food nothing dipis house please waiting,29-01-2010,Mwen pestel pagen manje pa gen anyen kay dipi nou ye sil te pl nap tann nou,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
salutations people rubble avenue pan americaine total communication,29-01-2010,Salut gen moun anba dunkonb nan rue panamericaine nan total communication,direct,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
wifes passport usa time earthquake getting visa renewed still usa requesting assistance,29-01-2010,To whom it may concern : my wife passport was at the U. S to get her visa renew at the time of the earthquake n is still there at the moment n urgently ne,direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
asked question gotten response,29-01-2010,mwen te poze yon kesyon mwen pa jwenm repons.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
im professional want work computer scientist im looking job thank,29-01-2010,Je suis un pofessionel je travailler dans les domains je informaticien et chapant diobe mersi,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tents delmas helped need aid,29-01-2010,MWEN NAN KAN DELMAS 29 NOU POKO JANM JWENN D,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
