text,start_loc,end_loc
Aftershocks expected in Tennōji-eki. Be prepared and keep emergency contacts handy! #earthquakeSafety,24,35
"Residents of Matsuyama-shi-eki-mae-eki, stay strong and look out for each other! #StayAlert",13,38
"Residents of Higashi Sukumo-eki, stay informed through reliable sources and community alerts! #StayAlert",13,31
Earthquake reported near Ongagawa-eki. Hope all are okay! #earthquakeRescue,25,37
Tremors reported in Wakamatsu-eki. Gather your family and discuss safety plans! #StaySafe,20,33
"Residents of Tobata Eki, stay strong and look out for each other! #StayAlert",13,23
Aftershocks in Hatabu-eki could follow. Keep your emergency supplies handy! #disasterPreparedness,15,25
Aftershocks expected in Unoshima-eki. Gather your loved ones and discuss your plan! #earthquakeSafety,24,36
Reports of an earthquake near Sannomiya Hanadokei-mae-eki. Stay updated and follow local guidance! #earthquakeRescue,30,57
Reports of significant shaking in Matsugashima. Create a family communication plan for emergencies! #earthquake,34,46
"Residents of Konagahora, stay indoors and stay safe during these tremors! #StaySafe",13,23
Earthquake felt in Kamihigashigawane. Stay safe! #earthquake,19,36
Earthquake detected near Matsuzaki-osaki. Check on your friends! #earthquakeRescue,25,40
"Residents of Orinohama, hold regular community meetings to discuss emergency preparedness! #StayAlert",13,22
Reports of significant shaking in Kadonowaki. Be prepared for aftershocks and stay vigilant! #earthquake,34,44
Tremors detected in Hachinohe Kamotsu Eki. Remain calm and stay indoors! #disasterAlert,20,41
Strong quake impacts Ōwada. Emergency services are on high alert! #disasterAlert,21,26
Earthquake detected near Koshiba Yama. Stay informed through official sources! #earthquakeRescue,25,37
Earthquake activity near Shōwa-ōkubo. Ensure your family knows how to react! #earthquakeRescue,25,36
Reports confirm shaking in Takada. Stay calm and check for injuries! #quakeAlert,27,33
Residents in Koshakanai should be on high alert for possible aftershocks. Stay safe! #StayAlert,13,23
Shaking reported in Shigenai Shinmachi. Check on your neighbors and offer help! #disasterAlert,20,38
Reports indicate seismic activity in Sakurachō-minami. Stay informed through reliable sources! #earthquake,37,53
"Residents of Ko Tsutsumi, stay alert and be prepared for aftershocks! #StayAlert",13,24
Severe earthquake felt in Kyūdaibachi Gawa. Take precautions! #quakeAlert,26,42
Reports of tremors in Tanaka-nishikichō. Stay safe and prepared! #earthquake,22,39
Tremors felt in Okamachi. Move away from heavy furniture that could topple! #disasterAlert,16,24
Earthquake detected near Wakayama. Stay close to loved ones and support each other! #earthquakeRescue,25,33
"Residents of Izumi, remain indoors and listen for further updates! #StayAlert",13,18
Tremors felt in Takabatake. Encourage those around you to stay calm and prepared! #earthquakeAwareness,16,26
Seismic disturbances noted in Nashiki Zawa. Keep essential documents in a safe place! #disasterAlert,30,42
Residents in Okatsukurimichi should be on high alert for possible aftershocks. Stay safe! #StayAlert,13,28
"Tremors felt in Takachiba Yama. Practice your drop, cover, and hold on technique regularly! #earthquakeAwareness",16,30
Shaking reported in Komagome Zawa. Be aware of your surroundings and stay calm! #disasterAlert,20,33
Tremors reported in Ōhama. Follow local authorities for instructions and updates! #StaySafe,20,25
Aftershocks expected in Haha Zawa. Be prepared for any emergencies! #earthquake,24,33
"Tremors felt in Aobuna. Everyone, please stay alert! #StayAlert",16,22
"Residents in Yōrō Zawa, please stay alert for aftershocks and check on each other! #StayAlert",13,22
Tremors felt in Sōryūno Taki. Stay away from tall structures and find cover! #earthquakePreparedness,16,28
"Residents of Kumoino Taki, make sure to secure your belongings! #StaySafe",13,25
Seismic activity reported in Tengu Iwa. Stay aware of your surroundings! #disasterPreparedness,29,38
"Residents of Shiranunono Taki, ensure you have your emergency supplies ready. Stay alert! #StaySafe",13,29
"Residents of Ishizaka Zawa, remain calm and follow instructions from local authorities! #StayAlert",13,26
Tremors felt in Yoshijō Zawa. Ensure everyone knows the safest spots in your home! #earthquakePreparedness,16,28
Tremors in Sōbe Gawa. Have an evacuation plan in place just in case! #quakeAlert,11,20
Severe tremors reported in Makado Yama. Emergency services activated! #disasterAlert,27,38
"Residents of Makado Iwa, stay alert for aftershocks and keep emergency numbers handy! #StayAlert",13,23
"Tremors felt in Byōbu Iwa. If you’re outside, find an open area away from buildings! #disasterAlert",16,25
Ground shaking detected in Ishigedo. Keep emergency contacts nearby! #disasterPreparedness,27,35
Seismic activity reported in Nino Sawa. Check your emergency kit for essentials! #disasterPreparedness,29,38
Ground shaking detected in Sosube Gawa. Discuss your evacuation routes with family members! #disasterPreparedness,27,38
Tremors felt in Kohoronai Gawa. Encourage friends and family to check in on each other! #earthquakeAwareness,16,30
Strong shaking reported in Ōhoronai Gawa. Keep your phone charged for emergency alerts! #quakeAlert,27,40
"Residents of Tatsusorobe Yama, remain calm and be ready for updates from authorities! #StayAlert",13,29
Shaking reported in Ōse Gawa. Secure heavy items and stay safe! #disasterAlert,20,28
Aftershocks likely in Sorigase Zawa. Stay updated and be prepared! #earthquake,22,35
Earthquake detected near Nino Sawa. Stay tuned for safety updates from officials! #earthquakeRescue,25,34
Tremors reported in Nabekura Zawa. Stay away from anything that could fall during shaking! #StaySafe,20,33
Reports confirm shaking in Matsumino Taki. Make sure to stay informed through reliable sources! #quakeAlert,27,41
Aftershocks have been reported in Nagane Sawa. Please stay alert and cautious! #disasterAlert,34,45
Shaking reported in Kitakaba Sawa. Help those around you stay calm and collected! #disasterAlert,20,33
Tremors have hit Shōjigawa Sawa. Stay vigilant and keep an eye on updates! #disasterAlert,17,31
Tremors felt in Minamikaba Sawa. Stay informed and check local news for updates! #earthquakePreparedness,16,31
Reports of shaking in Tatara Zawa. Stay indoors and safe! #earthquake,22,33
Tremors detected near Kikukabe Sawa. Check on neighbors! #earthquakeRescue,22,35
"Tremors reported in Tsuta Onsen. Remember to drop, cover, and hold on! #earthquakePreparedness",20,31
Reports of shaking in Tsuki Numa. Ensure your family knows the safety plan! #quakeAlert,22,32
Reports confirm shaking in Kagami Numa. Avoid moving around if possible! #quakeAlert,27,38
Aftershocks in Tsuta Numa. Be prepared for anything! #disasterAlert,15,25
Earthquake activity near Saruko Zawa. Maintain communication with family and friends! #earthquakeRescue,25,36
"Tremors felt in Ōhoronai Bokujō. Everyone, please stay alert! #StayAlert",16,31
Seismic activity noted in Goshogawara Tai. Ensure your emergency kit is accessible! #disasterAlert,26,41
"Residents of Kogane Tai, stay calm and follow local safety measures! #StayAlert",13,23
Massive quake shakes Ōse Tai. Stay alert! #disasterAlert,21,28
Residents in Towada Hatsudensho advised to stay calm. #StaySafe,13,31
Tremors reported in Towada Ko-onsenkyō. Stay informed through official updates! #StaySafe,20,38
Tremors reported in Towada Ko Onsen ski Jō. Stay informed and follow safety instructions! #StaySafe,20,42
Reports of significant shaking in Tsutataki Zawa. Help others if it’s safe to do so! #earthquake,34,48
"Residents of Tsuta Gawa, check on neighbors who may need assistance after the quake! #StayAlert",13,23
Significant shaking felt in Naga Numa. Make sure your loved ones are safe! #quakeAlert,28,37
Strong shaking reported in Suge Numa. Remember to stay indoors until it’s safe! #quakeAlert,27,36
"Residents of Sugenuma Sawa, support one another and check for injuries! #StayAlert",13,26
Significant shaking reported in Hyōtan Numa. Stay alert for further instructions! #quakeAlert,32,43
Ground shaking detected in Yunuma Zawa. Stay low and protect your head and neck! #disasterPreparedness,27,38
Residents in Yuno Dai advised to stay calm. #StaySafe,13,21
Tremors felt in Hakkōda Golf Jō. Make sure to check on your emergency plans! #earthquake,16,31
Seismic activity reported in Taka Tōge. Prepare for potential disruptions! #disasterAlert,29,38
Tremors in Sennin Daira. Keep emergency kits accessible and stay indoors! #quakeAlert,11,23
Reports of tremors in Tsuta tunnel. Stay indoors! #earthquake,22,34
Residents of Sennin Bashi are experiencing tremors. Secure heavy furniture and stay safe! #StayAlert,13,25
Strong shaking reported in Aka Numa. Keep emergency contacts handy! #quakeAlert,27,35
Tremors felt in Akanuma Zawa. Secure important documents and keep them safe! #disasterAlert,16,28
Residents of Yujiri Sawa urged to stay calm during the aftershocks. #StaySafe,13,24
Aftershocks expected in Kitamata Zawa. Be prepared and stay informed! #earthquakeSafety,24,37
"Residents of Kuro Mori, prepare a checklist of items to grab in case of evacuation! #StayAlert",13,22
Aftershocks expected in Yachi Onsen. Review your emergency plan with family! #earthquakeSafety,24,35
Strong shaking reported in Sarukura Onsen. Ensure your home is secure! #quakeAlert,27,41
Reports of strong shaking in Yabitsu Zawa. Stay safe indoors! #earthquake,29,41
Aftershocks in Sarukura Zawa. Be prepared! #disasterAlert,15,28
Tremors felt in Norikura Dake. Prepare for possible power outages and have flashlights ready! #earthquakePreparedness,16,29
"Tremors felt in Yahitsu Yachi. If you’re outdoors, move to an open space! #disasterAlert",16,29
Strong shaking reported in Sarukura Dake. Make sure your family knows safety procedures! #quakeAlert,27,40
Residents in Komaga Mine advised to stay calm and indoors. #StaySafe,13,24
Tremors felt in Ōse Numa. Secure important documents and keep them safe! #disasterAlert,16,24
The ground is shaking in Suiren Numa. Stay informed and keep emergency numbers handy! #disasterPreparedness,25,36
"Residents of Kare Sawa, remain calm and follow instructions from local authorities! #StayAlert",13,22
Tremors in Kasamatsu Tōge. Familiarize yourself with the nearest emergency shelters! #quakeAlert,11,25
Significant shaking felt in Iō Dake. Ensure your family knows safety procedures! #quakeAlert,28,35
Shaking reported in Ishikura Dake. Take a moment to secure loose items in your home! #disasterAlert,20,33
Shaking detected in Kenashi Tai. Please secure your belongings and stay indoors! #disasterPreparedness,20,31
Earthquake activity near Jōgakura Onsen. Maintain communication with family and friends! #earthquakeRescue,25,39
Strong shaking reported in Sukayu Onsen. Be alert for potential aftershocks! #quakeAlert,27,39
"Residents of Shin Yu, check your emergency kits and supplies! #StaySafe",13,20
Ground shaking detected in Sakasa Gawa. Keep emergency numbers handy! #disasterPreparedness,27,38
Residents of Minamimata Yama feel strong tremors again. Stay safe! #quakeAlert,13,28
Tremors felt in Jigoku Numa. Check on your neighbors and stay safe! #earthquakePreparedness,16,27
Seismic activity reported in Tōhoku Daigaku Hakkōda San Shokubutsu Jikkensho. Know how to turn off utilities if necessary! #disasterPreparedness,29,76
Aftershocks expected in Sukayu Zawa. Stay prepared and stay close to family! #earthquakeSafety,24,35
Aftershocks possible in Jōgakura Keikoku. Practice safety drills with your family! #disasterReady,24,40
Tremors reported in Sakasagawa Dake. Stay calm and check your emergency kits! #disasterAlert,20,35
Aftershocks expected in Yoko Numa. Be prepared and stay informed! #earthquakeSafety,24,33
Emergency alerts for Bakkai Zawa. Prepare for aftershocks and stay informed! #earthquakeRescue,21,32
Another tremor reported in Akamizu Sawa. Stay safe! #earthquake,27,39
A series of aftershocks have been reported near Yoko Dake. Stay alert and be prepared! #earthquakeRescue,48,57
Tremors reported in Minamisawa Dake. Ensure you have a list of emergency contacts ready! #StaySafe,20,35
Aftershocks possible in Shimo Dake. Keep your emergency contacts ready! #disasterReady,24,34
Seismic activity reported in Toritaki Sawa. Stay aware of your surroundings! #disasterPreparedness,29,42
Aftershocks possible in Okiagetai. Practice safety drills with your family! #disasterReady,24,33
Reports confirm shaking in Minamimeya. Make sure your home is secure! #quakeAlert,27,37
Tremors felt in Kamiyusawa Yama. Ensure your emergency supplies are ready to go! #earthquakePreparedness,16,31
"Residents of Hiyakko Gawa, have a designated meeting place outside your home! #StayAlert",13,25
"Tremors felt in Shiromizu Sawa. If you’re at work, follow your company's safety protocol! #disasterAlert",16,30
Aftershocks reported in Nakano Zawa. Please stay safe! #quakeAlert,24,35
Aftershocks shaking Jinkurō Zawa. Remain vigilant! #disaster,20,32
Reports confirm shaking in Karuishi Zawa. Know where to find your fire extinguisher! #quakeAlert,27,40
